N,w_ratio,r_min,seed,mean_inflation,mean_inflation_binding,mean_inflation_nonbinding,n_binding,n_nonbinding
2,0.25,0.5,789,0.60379543,0.8272065138888889,0.0293097857142857,72,28
2,0.25,0.7,0,0.6004948300000001,0.813569589041096,0.024403814814814802,73,27
2,0.25,0.7,42,0.6037439,0.8195937534246576,0.020149851851851835,73,27
2,0.25,0.7,123,0.5939095000000001,0.8045537397260275,0.024389888888888874,73,27
2,0.25,0.7,456,0.5957444500000001,0.8070673698630138,0.024389888888888874,73,27
2,0.25,0.7,789,0.6079036500000001,0.8256296301369863,0.019237111111111097,73,27
2,0.25,0.9,0,0.5991968100000001,0.7876841052631579,0.0023203749999999904,76,24
2,0.25,0.9,42,0.6095159200000001,0.8027678157894738,-0.00244841666666668,76,24
2,0.25,0.9,123,0.5926204500000001,0.779030605263158,0.002321624999999989,76,24
2,0.25,0.9,456,0.5951288000000001,0.7823310657894739,0.002321624999999989,76,24
2,0.25,0.9,789,0.6110966400000001,0.8051766973684211,-0.003490208333333351,76,24
2,0.5,0.5,0,0.5976642000000001,0.8162260833333332,0.03564792857142856,72,28
2,0.5,0.5,42,0.6035271500000001,0.8259643055555554,0.03154589285714284,72,28
2,0.5,0.5,123,0.5890423300000002,0.8042564861111111,0.03563449999999999,72,28
2,0.5,0.5,456,0.5919687200000001,0.8083209166666667,0.03563449999999999,72,28
2,0.5,0.5,789,0.60379543,0.8272065138888889,0.0293097857142857,72,28
2,0.5,0.7,0,0.6080327200000002,0.8238954657534248,0.024403814814814802,73,27
2,0.5,0.7,42,0.61196167,0.8308509726027398,0.020149851851851835,73,27
2,0.5,0.7,123,0.6101294400000001,0.8267728356164384,0.024389888888888874,73,27
2,0.5,0.7,456,0.6083159100000001,0.8242885479452056,0.024389888888888874,73,27
2,0.5,0.7,789,0.6120185,0.8312664109589041,0.019237111111111097,73,27
2,0.5,0.9,0,0.6074164000000001,0.7984993552631581,0.0023203749999999904,76,24
2,0.5,0.9,42,0.6208483400000001,0.8176788947368422,-0.00244841666666668,76,24
2,0.5,0.9,123,0.60430404,0.7944037500000001,0.002321624999999989,76,24
2,0.5,0.9,456,0.6018516700000002,0.7911769473684211,0.002321624999999989,76,24
2,0.5,0.9,789,0.6130402,0.8077340131578948,-0.003490208333333351,76,24
2,1.0,0.5,0,0.6018625400000002,0.822057111111111,0.03564792857142856,72,28
2,1.0,0.5,42,0.6035271500000001,0.8259643055555554,0.03154589285714284,72,28
2,1.0,0.5,123,0.5890423300000002,0.8042564861111111,0.03563449999999999,72,28
2,1.0,0.5,456,0.5919687200000001,0.8083209166666667,0.03563449999999999,72,28
2,1.0,0.5,789,0.60379543,0.8272065138888889,0.0293097857142857,72,28
2,1.0,0.7,0,0.6122310600000002,0.8296466164383561,0.024403814814814802,73,27
2,1.0,0.7,42,0.61196167,0.8308509726027398,0.020149851851851835,73,27
2,1.0,0.7,123,0.6168495200000002,0.8359784246575342,0.024389888888888874,73,27
2,1.0,0.7,456,0.6118084600000001,0.8290728630136986,0.024389888888888874,73,27
2,1.0,0.7,789,0.6155445,0.8360965479452054,0.019237111111111097,73,27
2,1.0,0.9,0,0.6119331200000001,0.804442407894737,0.0023203749999999904,76,24
2,1.0,0.9,42,0.6208483400000001,0.8176788947368422,-0.00244841666666668,76,24
2,1.0,0.9,123,0.61165499,0.804076052631579,0.002321624999999989,76,24
2,1.0,0.9,456,0.6059417400000001,0.7965586184210528,0.002321624999999989,76,24
2,1.0,0.9,789,0.61333035,0.8081157894736843,-0.003490208333333351,76,24
2,2.0,0.5,0,0.6018625400000002,0.822057111111111,0.03564792857142856,72,28
2,2.0,0.5,42,0.6035271500000001,0.8259643055555554,0.03154589285714284,72,28
2,2.0,0.5,123,0.5890423300000002,0.8042564861111111,0.03563449999999999,72,28
2,2.0,0.5,456,0.5919687200000001,0.8083209166666667,0.03563449999999999,72,28
2,2.0,0.5,789,0.60379543,0.8272065138888889,0.0293097857142857,72,28
2,2.0,0.7,0,0.6122310600000002,0.8296466164383561,0.024403814814814802,73,27
2,2.0,0.7,42,0.61196167,0.8308509726027398,0.020149851851851835,73,27
2,2.0,0.7,123,0.6168495200000002,0.8359784246575342,0.024389888888888874,73,27
2,2.0,0.7,456,0.6118084600000001,0.8290728630136986,0.024389888888888874,73,27
2,2.0,0.7,789,0.6155445,0.8360965479452054,0.019237111111111097,73,27
2,2.0,0.9,0,0.6119331200000001,0.804442407894737,0.0023203749999999904,76,24
2,2.0,0.9,42,0.6208483400000001,0.8176788947368422,-0.00244841666666668,76,24
2,2.0,0.9,123,0.61165499,0.804076052631579,0.002321624999999989,76,24
2,2.0,0.9,456,0.6059417400000001,0.7965586184210528,0.002321624999999989,76,24
2,2.0,0.9,789,0.61333035,0.8081157894736843,-0.003490208333333351,76,24
2,4.0,0.5,0,0.6018625400000002,0.822057111111111,0.03564792857142856,72,28
2,4.0,0.5,42,0.6035271500000001,0.8259643055555554,0.03154589285714284,72,28
2,4.0,0.5,123,0.5890423300000002,0.8042564861111111,0.03563449999999999,72,28
2,4.0,0.5,456,0.5919687200000001,0.8083209166666667,0.03563449999999999,72,28
2,4.0,0.5,789,0.60379543,0.8272065138888889,0.0293097857142857,72,28
2,4.0,0.7,0,0.6122310600000002,0.8296466164383561,0.024403814814814802,73,27
2,4.0,0.7,42,0.61196167,0.8308509726027398,0.020149851851851835,73,27
2,4.0,0.7,123,0.6168495200000002,0.8359784246575342,0.024389888888888874,73,27
2,4.0,0.7,456,0.6118084600000001,0.8290728630136986,0.024389888888888874,73,27
2,4.0,0.7,789,0.6155445,0.8360965479452054,0.019237111111111097,73,27
2,4.0,0.9,0,0.6119331200000001,0.804442407894737,0.0023203749999999904,76,24
2,4.0,0.9,42,0.6208483400000001,0.8176788947368422,-0.00244841666666668,76,24
2,4.0,0.9,123,0.61165499,0.804076052631579,0.002321624999999989,76,24
2,4.0,0.9,456,0.6059417400000001,0.7965586184210528,0.002321624999999989,76,24
2,4.0,0.9,789,0.61333035,0.8081157894736843,-0.003490208333333351,76,24
4,0.0,0.5,0,0.5682325500000001,0.7753487916666667,0.03564792857142856,72,28
4,0.0,0.5,42,0.57944505,0.7909212916666666,0.03564899999999999,72,28
4,0.0,0.5,123,0.5731516600000001,0.7821804722222222,0.03564899999999999,72,28
4,0.0,0.5,456,0.5690386600000001,0.7764679722222223,0.03564899999999999,72,28
4,0.0,0.5,789,0.58641445,0.800671375,0.03546807142857142,72,28
4,0.0,0.7,0,0.5682325500000001,0.7693746849315068,0.024403814814814802,73,27
4,0.0,0.7,42,0.57944505,0.7847338630136986,0.024404925925925913,73,27
4,0.0,0.7,123,0.5731516600000001,0.7761127808219179,0.024404925925925913,73,27
4,0.0,0.7,456,0.5690386600000001,0.7704785342465753,0.024404925925925913,73,27
4,0.0,0.7,789,0.58641445,0.7942846438356165,0.024395037037037024,73,27
4,0.0,0.9,0,0.5682325500000001,0.7469416578947369,0.0023203749999999904,76,24
4,0.0,0.9,42,0.57944505,0.761694552631579,0.002321624999999989,76,24
4,0.0,0.9,123,0.5731516600000001,0.7534137763157897,0.002321624999999989,76,24
4,0.0,0.9,456,0.5690386600000001,0.7480019342105264,0.002321624999999989,76,24
4,0.0,0.9,789,0.58641445,0.7708677105263159,0.002312458333333318,76,24
4,0.25,0.5,0,0.5696101900000001,0.7772621805555556,0.03564792857142856,72,28
4,0.25,0.5,42,0.58047,0.7923448333333334,0.03564899999999999,72,28
4,0.25,0.5,123,0.5731516600000001,0.7821804722222222,0.03564899999999999,72,28
4,0.25,0.5,456,0.5707504400000001,0.7788454444444445,0.03564899999999999,72,28
4,0.25,0.5,789,0.58641445,0.800671375,0.03546807142857142,72,28
4,0.25,0.7,0,0.5809954400000001,0.786858095890411,0.024403814814814802,73,27
4,0.25,0.7,42,0.5873317000000001,0.795537493150685,0.024404925925925913,73,27
4,0.25,0.7,123,0.5891291700000001,0.7979997808219178,0.024404925925925913,73,27
4,0.25,0.7,456,0.5816869700000001,0.78780498630137,0.024404925925925913,73,27
4,0.25,0.7,789,0.5983235900000001,0.8105985342465755,0.024395037037037024,73,27
4,0.25,0.9,0,0.57730711,0.7588818684210527,0.0023203749999999904,76,24
4,0.25,0.9,42,0.59280878,0.7792784078947368,0.002321624999999989,76,24
4,0.25,0.9,123,0.57897198,0.7610720921052633,0.002321624999999989,76,24
4,0.25,0.9,456,0.5788817900000001,0.7609534210526316,0.002321624999999989,76,24
4,0.25,0.9,789,0.5972664400000001,0.7851466447368421,0.002312458333333318,76,24
4,0.5,0.5,0,0.5696101900000001,0.7772621805555556,0.03564792857142856,72,28
4,0.5,0.5,42,0.58047,0.7923448333333334,0.03564899999999999,72,28
4,0.5,0.5,123,0.5731516600000001,0.7821804722222222,0.03564899999999999,72,28
4,0.5,0.5,456,0.5707504400000001,0.7788454444444445,0.03564899999999999,72,28
4,0.5,0.5,789,0.58641445,0.800671375,0.03546807142857142,72,28
4,0.5,0.7,0,0.5869379400000001,0.7949985068493151,0.024403814814814802,73,27
4,0.5,0.7,42,0.5988926800000001,0.8113744520547945,0.024404925925925913,73,27
4,0.5,0.7,123,0.5993804800000001,0.8120426712328767,0.024404925925925913,73,27
4,0.5,0.7,456,0.5909469300000001,0.8004898630136986,0.024404925925925913,73,27
4,0.5,0.7,789,0.6004489000000001,0.8135099178082192,0.024395037037037024,73,27
4,0.5,0.9,0,0.59907416,0.7875227236842106,0.0023203749999999904,76,24
4,0.5,0.9,42,0.61715209,0.8113090789473684,0.002321624999999989,76,24
4,0.5,0.9,123,0.6045014400000001,0.7946634868421053,0.002321624999999989,76,24
